interactionenddate,PVV,METH,NRI,ICT,INT,DPPL,CPL,TYPE,GFP,SEV
12/6/2016,-10,Network Intrusion,140,38.32,44.1,0,0,Government Facilities Sector,25,4
2/28/2017,-10,Virus,140,38.32,44.1,0,0,Financial Services Sector,23,4
2/1/2017,-10,Network Intrusion,140,38.32,44.1,0,0,Financial Services Sector,23,4
4/30/2017,-10,Network Intrusion,140,38.32,44.1,0,0,Defense Industrial Base Sector,23,3
6/29/2017,-10,Network Intrusion,140,38.32,44.1,0,0,Financial Services Sector,23,4
7/31/2017,-10,Virus,140,38.32,44.1,0,0,Financial Services Sector,23,4
5/30/2018,-10,Network Intrusion,122,38.32,44.1,0,0,"Other (Election Infrastructure, Academia)",18,2
6/30/2018,-10,Virus,122,38.32,44.1,0,0,Financial Services Sector,18,4
6/19/2018,-10,Network Intrusion,122,38.32,44.1,0,0,Financial Services Sector,18,4
7/7/2009,-10,Denial of Service,134,38.32,44.1,0,0,Government Facilities Sector,18,2
3/20/2005,8,Denial of Service,19,30,44.1,1,0,Government Facilities Sector,14,2
11/9/2014,8,Network Intrusion,10,19.79,44.1,1,1,Healthcare and Public Health Sector,9,4
3/1/2010,8,Denial of Service,15,21.4,44.1,1,0,Government Facilities Sector,12,2
3/1/2010,8,Denial of Service,15,21.4,44.1,1,0,Government Facilities Sector,12,2
3/14/2011,8,Network Intrusion,12,17.99,44.1,1,0,Government Facilities Sector,7,3
11/27/2008,5,Vandalism,98,0.11,7,1,1,Government Facilities Sector,20,2
11/27/2008,9,Vandalism,54,0.97,4.38,1,0,Government Facilities Sector,4,2
12/25/2008,9,Vandalism,54,0.97,4.38,1,0,Government Facilities Sector,4,2
9/12/2010,9,Vandalism,43,2,7.5,1,0,Government Facilities Sector,4,2
9/12/2010,6,Vandalism,87,9.2,8,1,1,Government Facilities Sector,15,2
12/3/2010,9,Vandalism,43,2,7.5,1,0,Government Facilities Sector,4,2
12/3/2010,6,Vandalism,87,9.2,8,1,1,Government Facilities Sector,15,2
10/1/2011,9,Vandalism,69,2.18,10.07,1,0,Government Facilities Sector,4,2
2/11/2016,9,Network Intrusion,91,0.95,16.5,1,0,Government Facilities Sector,4,3
7/2/2013,9,Virus,68,1.59,12.3,1,0,Government Facilities Sector,4,3
3/17/2013,7,Virus,105,11,9,1,1,Communications Sector,13,3
3/17/2016,9,Network Intrusion,91,0.95,16.5,1,0,Government Facilities Sector,4,3
10/10/2014,9,Vandalism,83,0.97,13.5,1,0,Commercial Facilities Sector,4,2
10/10/2014,7,Vandalism,111,1.31,10,1,1,Government Facilities Sector,15,2
7/7/2015,9,Denial of Service,89,0.89,14.9,1,0,Financial Services Sector,4,2
3/8/2016,9,Network Intrusion,91,0.95,16.5,1,0,Government Facilities Sector,4,2
10/18/2016,9,Network Intrusion,91,0.95,16.5,1,0,Government Facilities Sector,4,3
1/2/2017,9,Vandalism,91,0.86,18.2,1,0,Government Facilities Sector,4,2
1/2/2017,9,Vandalism,91,0.86,18.2,1,0,Government Facilities Sector,4,2
